ID,premium,risk_type,total_incurred_loss
12254,525.64,B,525.37
12255,11.9,B,7.3
12256,7.38,B,3.56
12257,395.76,B,698.77
12258,8.2,B,6.88
12259,6.03,B,4.44
12260,8.46,B,17.05
12261,10.6,B,2.86
12262,525.64,B,527.0
12263,10.8,B,5.9
12264,547.4,B,422.01
12265,7.92,B,9.74
12266,8.1,B,9.17
12267,7.8,B,8.74
12268,9.9,B,6.61
12269,453.56,B,562.5
12270,9.63,B,9.48
12271,8.9,B,3.67
12272,9.8,B,7.02
12273,473.28,B,628.39
12274,9.45,B,8.22
12275,10.3,B,13.8
12276,9.0,B,22.09
12277,8.91,B,7.86
12278,8.73,B,4.24
12279,7.8,B,7.54
12280,667.08,B,454.78
12281,13.5,B,11.09
12282,10.1,B,17.79
12283,9.3,B,7.76
12284,8.46,B,6.23
12285,9.6,B,9.93
12286,9.1,B,13.54
12287,8.19,B,3.63
12288,587.52,B,551.75
12289,558.96,B,199.31
12290,13.8,B,11.41
12291,10.4,B,12.43
12292,10.5,B,7.96
12293,495.04,B,581.94
12294,435.88,B,364.07
12295,8.1,B,5.19
12296,11.8,B,3.84
12297,511.36,B,326.26
12298,11.3,B,6.53
12299,8.37,B,13.37
12300,8.6,B,4.71
12301,7.7,B,7.66
12302,8.46,B,12.58
12303,623.56,B,318.51
12304,10.6,B,20.76
12305,11.2,B,9.94
12306,9.54,B,10.47
12307,12.8,B,5.86
12308,9.0,B,8.13
12309,8.64,B,7.32
12310,11.5,B,4.66
12311,9.4,B,7.19
12312,7.92,B,4.21
12313,8.1,B,6.83
12314,455.6,B,253.16
12315,9.0,B,8.58
12316,9.1,B,5.34
12317,11.4,B,15.04
12318,422.96,B,297.02
12319,9.45,B,4.84
12320,375.36,B,684.35
12321,5.94,B,6.86
12322,11.2,B,7.29
12323,11.1,B,11.85
12324,9.27,B,6.6
12325,10.8,B,17.8
12326,10.5,B,13.67
12327,12.3,B,6.85
12328,436.56,B,202.57
12329,407.32,B,498.58
12330,562.36,B,572.22
12331,11.6,B,5.78
12332,9.4,B,7.29
12333,423.64,B,551.89
12334,374.0,B,411.6
12335,8.2,B,4.64
12336,11.1,B,7.79
12337,9.99,B,4.37
12338,9.6,B,12.53
12339,529.04,B,369.31
12340,10.0,B,3.83
12341,12.0,B,6.24
12342,8.19,B,5.95
12343,10.9,B,16.9
12344,9.9,B,12.96
12345,406.64,B,194.21
12346,8.55,B,4.3
12347,490.96,B,500.0
12348,11.8,B,14.02
12349,11.3,B,5.05
12350,9.81,B,14.1
12351,7.2,B,7.34
12352,8.55,B,10.85
12353,7.2,B,4.91
12354,8.91,B,6.6
12355,10.4,B,12.06
12356,7.8,B,7.08
12357,8.01,B,4.0
12358,9.9,B,13.29
12359,12.0,B,8.01
12360,8.01,B,14.45
12361,13.6,B,9.36
12362,556.92,B,314.23
12363,9.1,B,6.35
12364,11.43,B,7.43
12365,8.28,B,11.03
12366,7.1,B,12.45
12367,10.9,B,10.97
12368,584.8,B,609.21
12369,449.48,B,342.92
12370,7.6,B,18.23
12371,9.4,B,7.49
12372,484.16,B,162.25
12373,9.36,B,7.41
12374,7.11,B,6.72
12375,12.2,B,18.66
12376,10.2,B,13.23
12377,5.94,B,5.02
12378,5.67,B,4.58
12379,546.72,B,672.86
12380,8.5,B,4.76
12381,9.6,B,4.45
12382,464.44,B,293.49
12383,9.6,B,5.17
12384,11.0,B,9.14
12385,11.7,B,8.06
12386,9.9,B,7.73
12387,7.47,B,5.8
12388,8.9,B,14.51
12389,7.92,B,3.99
12390,399.16,B,297.57
12391,10.4,B,9.76
12392,437.92,B,418.0
12393,11.0,B,6.29
12394,456.28,B,321.1
12395,438.6,B,556.85
12396,7.0,B,10.58
12397,9.5,B,6.13
12398,10.6,B,8.18
12399,7.83,B,10.3
12400,10.3,B,5.18
12401,13.6,B,5.62
12402,7.11,B,7.43
12403,11.0,B,11.45
12404,10.35,B,6.97
12405,11.4,B,17.9
12406,6.75,B,9.34
12407,463.76,B,282.34
12408,9.36,B,8.58
12409,8.1,B,6.68
12410,637.84,B,762.21
12411,7.02,B,6.28
12412,364.48,B,306.2
12413,488.24,B,681.77
12414,399.16,B,438.06
12415,6.48,B,9.26
12416,11.7,B,9.18
12417,6.66,B,15.8
12418,10.1,B,6.7
12419,9.6,B,8.61
12420,522.92,B,757.45
12421,9.0,B,7.37
12422,8.73,B,7.48
12423,444.04,B,408.68
12424,9.45,B,7.34
12425,448.12,B,441.32
12426,12.9,B,12.26
12427,9.27,B,10.34
12428,8.8,B,9.56
12429,7.8,B,9.45
12430,506.6,B,653.62
12431,10.5,B,8.57
12432,9.2,B,7.48
12433,12.2,B,6.17
12434,10.6,B,8.88
12435,9.7,B,7.36
12436,11.1,B,11.3
12437,8.5,B,6.27
12438,558.28,B,422.21
12439,488.24,B,294.78
12440,12.5,B,6.39
12441,7.9,B,10.91
12442,11.7,B,8.99
12443,9.1,B,5.95
12444,7.3,B,4.75
12445,9.18,B,5.83
12446,6.21,B,9.13
12447,9.72,B,8.99
12448,457.64,B,451.45
12449,9.8,B,3.76
12450,7.74,B,8.48
12451,6.48,B,3.6
12452,446.08,B,243.92
12453,9.1,B,20.8
12454,13.4,B,5.63
12455,484.84,B,531.42
12456,7.4,B,7.7
12457,7.83,B,12.54
12458,9.6,B,6.86
12459,524.28,B,500.55
12460,7.38,B,6.34
12461,13.1,B,12.13
12462,9.9,B,15.3
12463,9.0,B,16.55
12464,533.12,B,718.83
12465,521.56,B,335.78
12466,7.29,B,7.19
12467,10.5,B,6.07
12468,336.6,B,409.5
12469,10.0,B,7.37
12470,475.32,B,401.54
12471,8.8,B,8.69
12472,10.7,B,15.14
12473,10.2,B,4.85
12474,10.1,B,15.87
12475,9.9,B,18.49
12476,9.8,B,11.05
12477,9.0,B,3.37
12478,7.74,B,7.51
12479,9.72,B,3.74
12480,435.88,B,468.18
12481,496.4,B,451.38
12482,9.09,B,7.8
12483,495.72,B,330.34
12484,449.48,B,340.41
12485,7.5,B,8.76
12486,12.0,B,13.14
12487,9.0,B,11.43
12488,10.4,B,24.61
12489,8.91,B,9.12
12490,13.2,B,11.32
12491,10.8,B,6.57
12492,10.2,B,9.25
12493,10.1,B,7.5
12494,10.1,B,7.43
12495,12.8,B,9.26
12496,6.84,B,7.31
12497,470.56,B,334.29
12498,415.48,B,454.65
12499,11.1,B,17.63
12500,8.9,B,10.04
12501,7.2,B,9.33
12502,421.6,B,477.43
12503,495.04,B,319.87
12504,10.6,B,4.88
12505,12.1,B,8.73
12506,6.39,B,6.84
12507,608.6,B,374.0
12508,526.32,B,561.61
12509,490.28,B,144.23
12510,546.04,B,735.15
12511,484.84,B,250.72
12512,9.7,B,14.47
12513,8.73,B,14.1
12514,8.82,B,10.12
12515,423.64,B,334.49
12516,12.0,B,7.28
12517,11.3,B,6.16
12518,6.84,B,6.95
12519,9.5,B,7.21
12520,6.03,B,9.92
12521,7.47,B,5.69
12522,8.19,B,8.23
12523,12.1,B,6.87
12524,446.76,B,315.59
12525,6.6,B,12.03
12526,8.8,B,12.62
12527,452.88,B,237.59
12528,338.64,B,393.86
12529,12.8,B,5.89
12530,10.6,B,15.63
12531,9.27,B,11.6
12532,8.3,B,14.92
12533,8.0,B,12.07
12534,10.9,B,3.26
12535,11.7,B,8.73
12536,9.7,B,10.33
12537,9.81,B,5.82
12538,11.9,B,9.09
12539,465.12,B,217.87
12540,11.0,B,9.77
12541,511.36,B,631.45
12542,441.32,B,483.82
12543,9.4,B,7.65
12544,8.7,B,9.9
12545,646.0,B,405.62
12546,11.5,B,5.64
12547,264.52,B,243.51
12548,9.5,B,3.7
12549,10.44,B,7.99
12550,10.4,B,9.65
12551,8.8,B,10.24
12552,10.2,B,24.75
12553,331.84,B,621.52
12554,440.64,B,585.75
12555,12.3,B,10.96
12556,9.18,B,4.36
12557,7.74,B,5.13
12558,497.08,B,354.35
12559,598.4,B,424.8
12560,7.56,B,4.88
12561,8.55,B,5.26
12562,9.5,B,10.76
12563,7.29,B,12.34
12564,11.7,B,7.37
12565,7.5,B,13.34
12566,7.5,B,7.92
12567,444.04,B,455.8
12568,9.18,B,9.68
12569,10.71,B,10.41
12570,11.6,B,8.84
12571,10.62,B,6.77
12572,454.92,B,411.4
12573,7.5,B,6.14
12574,520.2,B,204.48
12575,9.9,B,12.17
12576,7.65,B,3.88
12577,9.5,B,7.86
12578,9.9,B,6.77
12579,10.17,B,5.11
12580,9.1,B,10.2
12581,8.6,B,5.07
12582,11.8,B,14.71
12583,9.81,B,5.25
12584,7.9,B,11.69
12585,7.92,B,4.91
12586,7.7,B,5.34
12587,7.47,B,4.4
12588,416.16,B,602.41
12589,11.3,B,6.18
12590,348.16,B,361.96
12591,9.7,B,11.18
12592,439.96,B,530.94
12593,11.0,B,10.23
12594,10.6,B,5.34
12595,511.36,B,924.39
12596,437.24,B,254.05
12597,8.82,B,3.32
12598,8.8,B,14.4
12599,12.9,B,14.13
12600,7.7,B,21.54
12601,7.65,B,14.25
12602,8.64,B,4.19
12603,471.92,B,339.66
12604,11.4,B,15.36
12605,11.1,B,8.76
12606,457.64,B,342.24
12607,9.0,B,8.43
12608,8.2,B,7.92
12609,9.45,B,7.47
12610,10.6,B,9.21
12611,452.88,B,333.54
12612,626.28,B,371.82
12613,327.08,B,314.23
12614,8.5,B,7.35
12615,12.3,B,18.15
12616,5.6,B,14.99
12617,12.2,B,3.73
12618,11.4,B,7.55
12619,7.83,B,5.33
12620,12.0,B,19.18
12621,9.6,B,11.53
12622,485.52,B,492.12
12623,476.68,B,781.93
12624,495.72,B,351.36
12625,8.64,B,8.89
12626,7.11,B,10.06
12627,12.4,B,7.3
12628,7.29,B,9.37
12629,440.64,B,348.84
12630,8.55,B,7.27
12631,9.4,B,11.01
12632,11.0,B,5.79
12633,12.3,B,4.79
12634,7.11,B,10.89
12635,12.0,B,9.56
12636,8.37,B,7.57
12637,7.7,B,8.9
12638,9.7,B,13.33
12639,7.2,B,4.35
12640,10.4,B,10.27
12641,9.7,B,11.18
12642,587.52,B,440.37
12643,354.28,B,597.99
12644,546.04,B,678.1
12645,7.2,B,13.05
12646,379.44,B,567.94
12647,7.83,B,13.95
12648,9.63,B,9.62
12649,582.76,B,368.08
12650,10.1,B,11.93
12651,7.29,B,3.29
12652,8.9,B,7.29
12653,10.8,B,4.48
12654,450.16,B,466.55
12655,460.36,B,346.6
12656,5.22,B,8.11
12657,6.48,B,6.59
12658,10.7,B,10.82
12659,9.6,B,6.44
12660,9.99,B,8.19
12661,7.47,B,6.39
12662,7.4,B,5.92
12663,8.19,B,5.41
12664,10.1,B,12.38
12665,11.0,B,8.14
12666,586.16,B,492.46
12667,11.1,B,10.7
12668,408.0,B,837.28
12669,9.8,B,12.0
12670,11.9,B,6.92
12671,9.1,B,10.01
12672,435.2,B,243.85
12673,362.44,B,298.79
12674,457.64,B,264.72
12675,9.18,B,7.69
12676,10.1,B,6.12
12677,5.76,B,9.71
12678,9.6,B,6.31
12679,9.4,B,3.64
12680,10.5,B,4.59
12681,433.16,B,482.19
12682,8.8,B,30.48
12683,7.9,B,12.61
12684,9.54,B,4.98
12685,9.9,B,6.52
12686,9.45,B,9.01
12687,8.9,B,10.78
12688,464.44,B,274.24
12689,9.2,B,8.12
12690,8.3,B,4.62
12691,539.24,B,861.42
12692,10.2,B,8.48
12693,408.68,B,456.48
12694,12.8,B,4.59
12695,8.01,B,4.16
12696,554.2,B,433.98
12697,6.66,B,9.04
12698,8.5,B,7.75
12699,11.5,B,8.71
12700,10.35,B,3.44
12701,9.09,B,8.97
12702,8.1,B,6.05
12703,370.6,B,436.63
12704,348.84,B,447.98
12705,369.92,B,374.54
12706,12.5,B,6.58
12707,7.6,B,10.46
12708,8.82,B,11.77
12709,437.24,B,371.08
12710,519.52,B,418.13
12711,10.53,B,4.05
12712,8.91,B,8.4
12713,391.68,B,291.52
12714,583.44,B,1116.63
12715,8.5,B,16.82
12716,440.64,B,353.8
12717,10.3,B,10.11
12718,10.7,B,10.2
12719,406.64,B,405.55
12720,7.4,B,15.63
12721,8.82,B,6.66
12722,477.36,B,426.43
12723,9.5,B,11.96
12724,12.4,B,9.78
12725,8.1,B,7.49
12726,510.0,B,493.48
12727,9.0,B,6.11
12728,516.8,B,406.57
12729,8.5,B,11.8
12730,10.3,B,6.45
12731,9.3,B,10.09
12732,9.7,B,6.49
12733,405.28,B,577.39
12734,8.1,B,12.27
12735,422.28,B,312.53
12736,5.22,B,12.42
12737,11.5,B,8.87
12738,7.38,B,3.91
12739,11.7,B,5.55
12740,600.44,B,592.01
12741,9.0,B,15.12
12742,474.64,B,345.37
12743,497.08,B,551.96
12744,459.0,B,472.4
12745,590.24,B,373.18
12746,10.7,B,17.19
12747,8.9,B,7.31
12748,9.27,B,9.26
12749,8.1,B,7.36
12750,7.38,B,8.78
12751,8.55,B,5.53
12752,457.64,B,393.58
12753,8.37,B,6.63
12754,338.64,B,328.44
12755,10.1,B,4.49
12756,11.9,B,26.88
12757,8.1,B,4.8
12758,8.19,B,10.51
12759,10.6,B,5.13
12760,10.1,B,8.82
12761,11.25,B,5.44
12762,9.8,B,5.51
12763,8.37,B,5.07
12764,435.88,B,477.84
12765,10.5,B,20.56
12766,8.1,B,5.24
12767,10.7,B,12.84
12768,9.3,B,7.88
12769,9.7,B,4.49
12770,12.4,B,9.44
12771,10.0,B,8.21
12772,9.18,B,7.56
12773,9.1,B,5.96
12774,392.36,B,430.44
12775,10.7,B,14.63
12776,11.0,B,10.1
12777,6.57,B,7.64
12778,8.9,B,8.18
12779,11.5,B,5.68
12780,9.1,B,12.94
12781,12.3,B,10.79
12782,6.03,B,5.59
12783,9.7,B,14.51
12784,584.8,B,305.59
12785,7.8,B,10.98
12786,335.24,B,272.2
12787,433.84,B,428.74
12788,5.13,B,9.36
12789,11.16,B,6.77
12790,559.64,B,399.57
12791,11.5,B,14.42
12792,505.24,B,598.88
12793,481.44,B,708.56
12794,10.2,B,5.51
12795,6.7,B,5.88
12796,10.7,B,6.64
12797,11.0,B,5.61
12798,12.8,B,9.04
12799,10.53,B,3.63
12800,9.36,B,8.03
12801,8.7,B,6.53
12802,8.9,B,8.38
12803,13.1,B,11.75
12804,11.3,B,8.35
12805,8.6,B,11.78
12806,367.88,B,292.74
12807,10.4,B,7.39
12808,10.1,B,15.72
12809,355.64,B,1018.1
12810,7.3,B,9.09
12811,536.52,B,628.59
12812,429.76,B,560.12
12813,589.56,B,340.61
12814,10.35,B,9.07
12815,8.7,B,7.95
12816,468.52,B,712.44
12817,10.2,B,4.91
12818,8.64,B,8.52
12819,11.1,B,4.65
12820,11.8,B,9.15
12821,7.7,B,15.58
12822,7.3,B,12.45
12823,11.6,B,8.18
12824,11.3,B,20.08
12825,10.5,B,10.53
12826,6.8,B,10.93
12827,8.55,B,4.89
12828,10.0,B,3.35
12829,9.6,B,8.72
12830,10.6,B,5.74
12831,11.1,B,8.79
12832,488.92,B,372.44
12833,488.92,B,505.92
12834,10.0,B,7.57
12835,478.04,B,315.18
12836,9.54,B,5.9
12837,616.08,B,605.88
12838,497.08,B,456.28
12839,9.3,B,13.88
12840,11.0,B,5.24
12841,561.0,B,398.62
12842,12.3,B,18.84
12843,9.7,B,11.26
12844,10.4,B,7.56
12845,528.36,B,388.14
12846,9.7,B,16.79
12847,447.44,B,261.87
12848,10.5,B,8.1
12849,10.1,B,5.47
12850,401.88,B,377.74
12851,11.7,B,5.19
12852,10.0,B,9.11
12853,520.88,B,825.66
12854,10.2,B,17.6
12855,11.4,B,4.34
12856,11.0,B,3.34
12857,535.84,B,172.72
12858,9.8,B,10.36
12859,6.1,B,5.77
12860,10.4,B,8.07
12861,9.7,B,7.04
12862,10.3,B,9.0
12863,9.9,B,8.42
12864,509.32,B,468.66
12865,9.81,B,16.47
12866,9.3,B,19.95
12867,8.7,B,6.94
12868,12.3,B,17.43
12869,13.0,B,14.79
12870,484.84,B,673.27
12871,8.01,B,7.65
12872,9.5,B,3.33
12873,429.08,B,244.87
12874,9.54,B,6.08
12875,377.4,B,475.12
12876,9.2,B,15.03
12877,10.2,B,10.95
12878,10.5,B,6.25
12879,8.01,B,6.63
12880,367.2,B,709.72
12881,13.1,B,7.83
12882,561.0,B,226.78
12883,10.2,B,8.2
12884,11.2,B,8.48
12885,9.1,B,8.05
12886,514.08,B,504.29
12887,9.63,B,7.77
12888,408.0,B,738.96
12889,11.5,B,11.92
12890,8.37,B,5.75
12891,12.4,B,9.11
12892,9.3,B,15.81
12893,9.4,B,6.43
12894,7.4,B,4.55
12895,8.7,B,3.2
12896,10.8,B,11.21
12897,8.3,B,4.63
12898,7.5,B,7.55
12899,11.9,B,4.42
12900,12.5,B,12.79
12901,10.2,B,12.05
12902,9.3,B,11.89
12903,9.3,B,13.56
12904,11.5,B,8.78
12905,518.16,B,256.84
12906,7.5,B,9.2
12907,485.52,B,731.68
12908,397.8,B,525.23
12909,8.3,B,5.4
12910,11.8,B,7.45
12911,12.1,B,8.31
12912,439.96,B,458.93
12913,6.12,B,16.43
12914,11.2,B,5.49
12915,10.6,B,7.52
12916,9.81,B,10.56
12917,368.56,B,399.5
12918,10.1,B,7.41
12919,376.04,B,772.75
12920,11.7,B,4.51
12921,13.0,B,28.14
12922,6.21,B,6.52
12923,9.54,B,19.94
12924,8.01,B,9.81
12925,8.37,B,11.06
12926,11.1,B,7.39
12927,10.0,B,9.34
12928,7.2,B,12.22
12929,421.6,B,402.83
12930,9.99,B,7.88
12931,7.74,B,20.47
12932,590.24,B,711.96
12933,10.0,B,10.84
12934,10.1,B,16.54
12935,451.52,B,379.64
12936,6.93,B,11.56
12937,10.2,B,12.13
12938,8.1,B,7.27
12939,517.48,B,234.12
12940,9.18,B,8.44
12941,542.64,B,850.61
12942,531.76,B,219.3
12943,554.88,B,415.68
12944,6.48,B,4.87
12945,340.68,B,537.4
12946,7.65,B,8.54
12947,473.96,B,241.81
12948,9.09,B,4.6
12949,7.56,B,7.04
12950,575.96,B,560.18
12951,10.3,B,7.66
12952,7.2,B,4.89
12953,12.1,B,8.05
12954,401.2,B,384.68
12955,387.6,B,300.29
12956,10.6,B,5.99
12957,8.8,B,6.35
12958,8.4,B,13.29
12959,499.12,B,347.21
12960,523.6,B,377.26
12961,9.72,B,7.77
12962,536.52,B,315.45
12963,7.02,B,8.21
12964,10.7,B,16.07
12965,7.2,B,6.22
12966,9.6,B,18.14
12967,474.64,B,670.07
12968,10.5,B,8.59
12969,9.9,B,21.87
12970,10.1,B,7.5
12971,9.0,B,14.76
12972,9.36,B,5.18
12973,473.96,B,999.67
12974,10.3,B,12.35
12975,461.04,B,463.76
12976,12.3,B,6.35
12977,8.6,B,5.92
12978,7.9,B,7.11
12979,12.2,B,15.66
12980,9.5,B,7.06
12981,10.9,B,8.72
12982,10.8,B,5.23
12983,440.64,B,537.34
12984,8.1,B,11.96
12985,9.3,B,6.86
12986,9.27,B,5.43
12987,10.9,B,2.63
12988,581.4,B,573.24
12989,466.48,B,233.78
12990,6.5,B,7.1
12991,9.4,B,6.3
12992,9.72,B,9.81
12993,13.0,B,9.7
12994,10.0,B,4.65
12995,9.1,B,9.02
12996,10.9,B,7.47
12997,425.0,B,414.6
12998,9.5,B,5.91
12999,517.48,B,410.72
13000,416.16,B,481.44
13001,12.8,B,5.81
13002,7.65,B,4.34
13003,10.26,B,5.4
13004,9.9,B,6.47
13005,11.7,B,13.78
13006,428.4,B,273.09
13007,490.96,B,472.06
13008,8.8,B,6.8
13009,7.7,B,9.85
13010,9.8,B,7.55
13011,5.76,B,10.09
13012,11.0,B,9.16
13013,10.4,B,6.79
13014,9.8,B,12.62
13015,7.5,B,12.78
13016,8.2,B,8.2
13017,8.01,B,8.7
13018,11.07,B,5.26
13019,507.28,B,450.3
13020,8.28,B,13.69
13021,545.36,B,372.64
13022,8.01,B,10.75
13023,7.92,B,6.94
13024,9.8,B,14.46
13025,9.1,B,12.25
13026,391.68,B,478.79
13027,7.4,B,7.37
13028,7.2,B,9.16
13029,11.2,B,7.54
13030,445.4,B,635.87
13031,9.2,B,10.88
13032,7.2,B,6.79
13033,522.92,B,494.97
13034,9.1,B,8.48
13035,9.9,B,11.01
13036,9.0,B,5.81
13037,7.83,B,5.89
13038,7.2,B,3.83
13039,8.73,B,7.58
13040,420.24,B,526.93
13041,8.64,B,11.31
13042,9.3,B,13.05
13043,11.4,B,7.42
13044,359.72,B,349.66
13045,9.6,B,13.74
13046,273.36,B,292.33
13047,8.6,B,11.95
13048,7.9,B,5.32
13049,11.3,B,5.15
13050,524.96,B,916.5
13051,8.28,B,7.51
13052,452.88,B,254.52
13053,10.4,B,11.08
13054,6.48,B,10.75
13055,487.56,B,353.6
13056,362.44,B,733.58
13057,518.84,B,703.05
13058,10.5,B,5.13
13059,11.5,B,14.47
13060,541.96,B,436.29
13061,7.6,B,11.71
13062,487.56,B,426.22
13063,9.9,B,15.42
13064,10.4,B,4.36
13065,11.2,B,7.69
13066,541.96,B,578.0
13067,499.8,B,400.11
13068,10.8,B,5.97
13069,10.2,B,14.65
13070,548.08,B,452.34
13071,5.85,B,6.87
13072,9.3,B,6.39
13073,5.13,B,7.27
13074,9.5,B,10.72
13075,6.75,B,7.55
13076,455.6,B,576.71
13077,613.36,B,430.1
13078,6.66,B,10.07
13079,436.56,B,588.4
13080,11.0,B,10.3
13081,10.6,B,6.38
13082,8.64,B,4.53
13083,9.36,B,11.21
13084,465.8,B,372.91
13085,6.66,B,10.58
13086,10.8,B,12.77
13087,9.8,B,7.34
13088,465.12,B,332.32
13089,10.9,B,13.16
13090,9.1,B,6.66
13091,10.9,B,6.71
13092,547.4,B,566.98
13093,8.3,B,4.92
13094,9.0,B,5.41
13095,11.2,B,11.16
13096,11.9,B,14.44
13097,9.9,B,15.66
13098,9.27,B,6.53
13099,460.36,B,425.88
13100,9.4,B,8.95
13101,604.52,B,441.12
13102,12.0,B,7.58
13103,6.57,B,5.02
13104,9.9,B,5.74
13105,12.3,B,15.87
13106,10.8,B,6.05
13107,10.71,B,5.2
13108,9.9,B,9.49
13109,9.3,B,18.98
13110,11.0,B,12.54
13111,8.82,B,4.51
13112,12.7,B,13.32
13113,7.2,B,9.3
13114,11.0,B,7.87
13115,562.36,B,499.87
13116,9.7,B,13.3
13117,8.2,B,7.62
13118,6.75,B,10.14
13119,11.52,B,2.42
13120,10.08,B,6.44
13121,12.8,B,5.49
13122,9.2,B,8.17
13123,10.5,B,10.0
13124,387.6,B,423.84
13125,7.83,B,4.1
13126,9.7,B,7.58
13127,8.3,B,5.6
13128,381.48,B,1059.58
13129,5.6,B,8.91
13130,8.4,B,9.81
13131,7.2,B,3.86
13132,7.29,B,8.87
13133,9.45,B,9.54
13134,7.11,B,4.77
13135,11.8,B,15.15
13136,561.0,B,251.8
13137,456.28,B,482.05
13138,9.72,B,4.09
13139,9.36,B,6.41
13140,8.4,B,11.24
13141,425.68,B,286.96
13142,425.68,B,479.81
13143,516.12,B,210.39
13144,8.37,B,9.8
13145,8.64,B,4.56
13146,8.91,B,11.1
13147,9.6,B,16.76
13148,535.84,B,300.9
13149,10.9,B,7.32
13150,7.3,B,6.24
13151,484.16,B,403.58
13152,445.4,B,408.34
13153,494.36,B,295.12
13154,9.1,B,6.3
13155,7.74,B,4.5
13156,412.08,B,481.71
13157,6.21,B,4.62
13158,11.2,B,8.7
13159,9.0,B,9.63
13160,11.8,B,8.14
13161,497.08,B,522.44
13162,10.8,B,12.39
13163,416.16,B,399.09
13164,8.46,B,7.7
13165,520.2,B,232.63
13166,9.4,B,6.39
13167,10.3,B,9.13
13168,10.4,B,7.33
13169,7.65,B,5.76
13170,10.3,B,10.94
13171,10.7,B,7.46
13172,458.32,B,436.02
13173,8.64,B,4.96
13174,581.4,B,545.09
13175,9.36,B,10.16
13176,10.26,B,4.74
13177,11.2,B,18.64
13178,8.0,B,5.25
13179,8.9,B,15.42
13180,7.9,B,28.23
13181,7.92,B,9.86
13182,337.28,B,481.98
13183,360.4,B,654.5
13184,9.4,B,8.35
13185,10.71,B,7.82
13186,8.6,B,10.51
13187,8.1,B,12.58
13188,10.6,B,10.5
13189,8.28,B,4.44
13190,9.3,B,10.26
13191,499.8,B,285.67
13192,10.7,B,10.16
13193,10.6,B,12.04
13194,8.9,B,11.79
13195,12.8,B,4.73
13196,10.6,B,13.05
13197,11.9,B,13.3
13198,570.52,B,395.28
13199,10.3,B,9.3
13200,8.8,B,10.4
13201,8.64,B,10.27
13202,359.04,B,400.93
13203,9.8,B,12.47
13204,8.64,B,5.56
13205,464.44,B,467.98
13206,7.9,B,11.61
13207,418.88,B,311.71
13208,13.1,B,10.4
13209,10.62,B,7.6
13210,9.6,B,18.05
13211,10.53,B,4.31
13212,435.2,B,402.36
13213,7.7,B,6.84
13214,7.47,B,6.93
13215,8.55,B,9.07
13216,9.3,B,11.43
13217,7.11,B,7.34
13218,392.36,B,471.1
13219,8.28,B,9.11
13220,8.46,B,8.6
13221,9.5,B,8.82
13222,10.6,B,4.67
13223,526.32,B,407.73
13224,8.73,B,10.83
13225,10.9,B,6.68
13226,8.91,B,6.27
13227,333.2,B,565.76
13228,10.1,B,6.58
13229,8.73,B,11.66
13230,510.68,B,613.77
13231,9.3,B,12.79
13232,9.4,B,8.08
13233,10.0,B,6.3
13234,463.08,B,520.4
13235,7.56,B,8.44
13236,7.38,B,5.8
13237,8.6,B,8.65
13238,9.4,B,5.91
13239,10.0,B,16.95
13240,8.7,B,12.79
13241,9.72,B,10.46
13242,475.32,B,551.28
13243,486.88,B,306.61
13244,8.6,B,8.09
13245,606.56,B,530.54
13246,7.83,B,9.69
13247,530.4,B,794.99
13248,11.8,B,10.04
13249,7.2,B,6.36
13250,10.0,B,18.22
13251,7.92,B,7.9
13252,10.5,B,7.78
13253,11.5,B,15.99
13254,10.5,B,16.58
13255,9.4,B,23.7
13256,462.4,B,483.96
13257,6.8,B,6.76
13258,10.4,B,5.1
13259,9.3,B,20.48
13260,9.99,B,11.19
13261,7.38,B,5.11
13262,452.2,B,572.42
13263,12.2,B,6.62
13264,10.7,B,11.58
13265,416.84,B,497.28
13266,10.1,B,21.0
13267,11.0,B,8.0
13268,7.56,B,13.87
13269,6.84,B,7.09
13270,429.76,B,453.56
13271,11.0,B,12.81
13272,12.2,B,6.66
13273,8.7,B,7.68
13274,487.56,B,183.12
13275,594.32,B,414.46
13276,10.5,B,8.68
13277,8.01,B,22.99
13278,9.7,B,5.62
13279,8.28,B,10.89
13280,10.6,B,10.65
13281,349.52,B,669.73
13282,9.09,B,7.04
13283,10.7,B,11.27
13284,11.5,B,6.59
13285,493.0,B,1121.12
13286,8.19,B,13.82
13287,12.0,B,6.64
13288,9.0,B,6.4
13289,8.9,B,10.99
13290,9.0,B,7.47
13291,369.24,B,289.27
13292,9.6,B,6.93
13293,9.09,B,7.36
13294,8.1,B,13.26
13295,12.6,B,10.65
13296,11.1,B,22.94
13297,581.4,B,695.71
13298,8.1,B,7.76
13299,9.7,B,9.29
13300,11.7,B,15.76
13301,8.19,B,7.25
13302,10.5,B,12.89
13303,450.16,B,411.4
13304,435.88,B,363.12
13305,11.61,B,7.68
13306,7.7,B,9.96
13307,13.5,B,11.09
13308,8.19,B,19.28
13309,12.9,B,18.46
13310,8.73,B,3.56
13311,9.0,B,6.62
13312,9.6,B,10.63
13313,456.96,B,1290.91
13314,7.02,B,7.59
13315,10.6,B,10.89
13316,9.6,B,7.34
13317,482.12,B,546.04
13318,8.19,B,12.38
13319,11.3,B,6.76
13320,537.88,B,321.3
13321,6.84,B,12.96
13322,330.48,B,322.25
13323,315.52,B,528.5
13324,9.9,B,16.03
13325,12.9,B,13.21
13326,10.0,B,12.08
13327,11.8,B,10.28
13328,9.3,B,5.03
