ID,premium,risk_type,currency
6905,13.7,A,USD
6906,88.5,A,CNY
6907,74.2,A,CNY
6908,15.7,A,USD
6909,10.5,A,USD
6910,10.6,A,EUR
6911,12.8,A,USD
6912,90.1,A,CNY
6913,10.8,A,EUR
6914,13,A,USD
6915,13.9,A,USD
6916,105.9,A,CNY
6917,11.8,A,EUR
6918,12.7,A,EUR
6919,13.5,A,USD
6920,11.7,A,USD
6921,11,A,EUR
6922,77.6,A,CNY
6923,86.3,A,CNY
6924,87.2,A,CNY
6925,13.2,A,USD
6926,86.9,A,CNY
6927,10.5,A,EUR
6928,13,A,USD
6929,12.7,A,USD
6930,13.3,A,USD
6931,13.1,A,EUR
6932,94.8,A,CNY
6933,9.4,A,USD
6934,12.6,A,USD
6935,11.5,A,USD
6936,12.6,A,USD
6937,13,A,USD
6938,65,A,CNY
6939,12.7,A,USD
6940,13.4,A,USD
6941,14.2,A,USD
6942,12.2,A,EUR
6943,13.4,A,USD
6944,111,A,CNY
6945,13.4,A,EUR
6946,10.9,A,USD
6947,87.1,A,CNY
6948,13.8,A,USD
6949,11.9,A,EUR
6950,12.8,A,USD
6951,13.6,A,EUR
6952,95.6,A,CNY
6953,9.8,A,EUR
6954,13,A,USD
6955,13.7,A,USD
6956,14,A,USD
6957,10.2,A,EUR
6958,10.2,A,EUR
6959,10.5,A,EUR
6960,11.9,A,USD
6961,11.5,A,EUR
6962,89.8,A,CNY
6963,13,A,EUR
6964,11.5,A,EUR
6965,14.5,A,USD
6966,11.9,A,USD
6967,87.2,A,CNY
6968,12.5,A,EUR
6969,93.6,A,CNY
6970,16.4,A,USD
6971,12,A,USD
6972,11.6,A,USD
6973,14,A,USD
6974,12,A,USD
6975,14.5,A,USD
6976,75.4,A,CNY
6977,100.9,A,CNY
6978,90.8,A,CNY
6979,12.6,A,USD
6980,12.7,A,USD
6981,14.3,A,USD
6982,101.3,A,CNY
6983,12.9,A,USD
6984,12.8,A,EUR
6985,76.1,A,CNY
6986,86.8,A,CNY
6987,13.5,A,USD
6988,12.4,A,USD
6989,89.9,A,CNY
6990,12.1,A,USD
6991,96.4,A,CNY
6992,12.4,A,USD
6993,13.9,A,USD
6994,102.1,A,CNY
6995,10.3,A,EUR
6996,88.4,A,CNY
6997,14.3,A,USD
6998,14.7,A,USD
6999,97.7,A,CNY
7000,11,A,EUR
7001,95.3,A,CNY
7002,11.9,A,EUR
7003,103.7,A,CNY
7004,13.9,A,USD
7005,99.2,A,CNY
7006,14.2,A,USD
7007,13.7,A,USD
7008,10.4,A,USD
7009,84.8,A,CNY
7010,11,A,EUR
7011,90,A,CNY
7012,87.7,A,CNY
7013,12.7,A,USD
7014,12.5,A,USD
7015,14.5,A,USD
7016,81,A,CNY
7017,96.8,A,CNY
7018,13.2,A,USD
7019,13.4,A,USD
7020,90.4,A,CNY
7021,11.5,A,USD
7022,11.4,A,EUR
7023,12.4,A,EUR
7024,103,A,CNY
7025,16.2,A,USD
7026,13.9,A,USD
7027,80,A,CNY
7028,12.2,A,EUR
7029,12.4,A,USD
7030,13.9,A,USD
7031,11.9,A,EUR
7032,13.2,A,USD
7033,11.4,A,EUR
7034,12.7,A,EUR
7035,93.2,A,CNY
7036,13.3,A,USD
7037,90.2,A,CNY
7038,11.7,A,USD
7039,11.7,A,USD
7040,12,A,EUR
7041,11.7,A,EUR
7042,87.6,A,CNY
7043,12.3,A,USD
7044,10.8,A,EUR
7045,16.5,A,USD
7046,12,A,USD
7047,13.3,A,USD
7048,14.5,A,USD
7049,101.2,A,CNY
7050,12.2,A,USD
7051,89.9,A,CNY
7052,13.6,A,USD
7053,84.2,A,CNY
7054,11.1,A,EUR
7055,15.5,A,USD
7056,14.6,A,USD
7057,12.4,A,USD
7058,13.8,A,USD
7059,11.4,A,EUR
7060,12.6,A,EUR
7061,12.8,A,EUR
7062,92.4,A,CNY
7063,14.2,A,USD
7064,14.3,A,USD
7065,11.9,A,EUR
7066,12.1,A,USD
7067,89.1,A,CNY
7068,10.9,A,USD
7069,12.1,A,EUR
7070,12.4,A,USD
7071,91.6,A,CNY
7072,9.3,A,EUR
7073,11.9,A,EUR
7074,99.4,A,CNY
7075,93.9,A,CNY
7076,11.2,A,USD
7077,89.7,A,CNY
7078,12.7,A,EUR
7079,79,A,CNY
7080,13.2,A,USD
7081,98.4,A,CNY
7082,14.1,A,USD
7083,11.5,A,EUR
7084,12.2,A,EUR
7085,13.4,A,USD
7086,94.9,A,CNY
7087,12.6,A,USD
7088,13.2,A,USD
7089,14.8,A,USD
7090,93.6,A,CNY
7091,90.4,A,CNY
7092,10.7,A,EUR
7093,14.7,A,USD
7094,13.6,A,USD
7095,11.8,A,USD
7096,100.5,A,CNY
7097,13.3,A,USD
7098,14.2,A,USD
7099,103,A,CNY
7100,11.1,A,EUR
7101,11.6,A,EUR
7102,12.8,A,USD
7103,101.1,A,CNY
7104,10.4,A,USD
7105,15,A,USD
7106,89.7,A,CNY
7107,13.8,A,USD
7108,13.2,A,USD
7109,106.2,A,CNY
7110,13.8,A,USD
7111,12.2,A,USD
7112,11.4,A,EUR
7113,12,A,USD
7114,11.8,A,EUR
7115,13.3,A,USD
7116,89.2,A,CNY
7117,81.1,A,CNY
7118,11.7,A,USD
7119,12.6,A,USD
7120,11.5,A,USD
7121,11.3,A,USD
7122,11.7,A,EUR
7123,86.8,A,CNY
7124,14.3,A,USD
7125,12.8,A,USD
7126,13,A,EUR
7127,76.6,A,CNY
7128,10.8,A,EUR
7129,8.3,A,EUR
7130,9,A,EUR
7131,14,A,USD
7132,10.6,A,EUR
7133,92.9,A,CNY
7134,11.8,A,EUR
7135,12.2,A,USD
7136,12.8,A,USD
7137,78.2,A,CNY
7138,14.3,A,USD
7139,11.9,A,USD
7140,12.2,A,USD
7141,11.3,A,USD
7142,86.1,A,CNY
7143,13.7,A,EUR
7144,14.2,A,USD
7145,75.3,A,CNY
7146,11,A,USD
7147,12.6,A,USD
7148,13.2,A,EUR
7149,13.4,A,USD
7150,99.6,A,CNY
7151,13.1,A,USD
7152,12,A,EUR
7153,12.8,A,USD
7154,88.5,A,CNY
7155,10.7,A,EUR
7156,14.3,A,USD
7157,12.2,A,USD
7158,10.9,A,USD
7159,11.7,A,EUR
7160,11,A,EUR
7161,11.8,A,USD
7162,10.3,A,EUR
7163,12.7,A,USD
7164,12.8,A,USD
7165,13.3,A,USD
7166,13.1,A,USD
7167,11.7,A,EUR
7168,13.4,A,USD
7169,12.7,A,USD
7170,12.4,A,USD
7171,15.3,A,USD
7172,12.2,A,USD
7173,14.3,A,USD
7174,87.8,A,CNY
7175,10.5,A,EUR
7176,11.8,A,USD
7177,11.7,A,EUR
7178,10.7,A,EUR
7179,10.5,A,EUR
7180,13.8,A,USD
7181,11.7,A,USD
7182,97.9,A,CNY
7183,11.7,A,EUR
7184,13.2,A,USD
7185,13.8,A,USD
7186,76.3,A,CNY
7187,14.9,A,USD
7188,13.2,A,USD
7189,11.5,A,EUR
7190,11.7,A,EUR
7191,11.7,A,USD
7192,13,A,EUR
7193,13.6,A,USD
7194,90,A,CNY
7195,13.4,A,USD
7196,78.3,A,CNY
7197,72.9,A,CNY
7198,93.4,A,CNY
7199,12.2,A,USD
7200,11.8,A,USD
7201,15,A,USD
7202,87.2,A,CNY
7203,13.5,A,USD
7204,92.4,A,CNY
7205,12.5,A,EUR
7206,13.5,A,USD
7207,11.5,A,EUR
7208,15.5,A,USD
7209,12.6,A,USD
7210,14.2,A,USD
7211,91.7,A,CNY
7212,11.1,A,EUR
7213,11.9,A,USD
7214,12.2,A,EUR
7215,12.1,A,EUR
7216,14.2,A,EUR
7217,81.7,A,CNY
7218,12.5,A,EUR
7219,14.7,A,USD
7220,12.2,A,EUR
7221,100.1,A,CNY
7222,10.9,A,EUR
7223,10.3,A,USD
7224,13,A,USD
7225,10.5,A,EUR
7226,94.2,A,CNY
7227,65.3,A,CNY
7228,98.1,A,CNY
7229,11.9,A,USD
7230,12.9,A,EUR
7231,10.4,A,EUR
7232,13.5,A,USD
7233,13.9,A,USD
7234,80.1,A,CNY
7235,12.4,A,EUR
7236,89.5,A,CNY
7237,13.8,A,USD
7238,76.8,A,CNY
7239,12.1,A,USD
7240,93.9,A,CNY
7241,83.3,A,CNY
7242,13.4,A,EUR
7243,74.1,A,CNY
7244,12.8,A,USD
7245,12.6,A,EUR
7246,87.9,A,CNY
7247,12.9,A,USD
7248,93.5,A,CNY
7249,14.3,A,USD
7250,12.8,A,USD
7251,10.6,A,EUR
7252,93.9,A,CNY
7253,11.9,A,EUR
7254,15.1,A,USD
7255,12.4,A,EUR
7256,13.4,A,USD
7257,12.6,A,EUR
7258,11.2,A,EUR
7259,79,A,CNY
7260,82.6,A,CNY
7261,14.2,A,USD
7262,12.1,A,USD
7263,13,A,USD
7264,11.4,A,EUR
7265,10.4,A,EUR
7266,102.2,A,CNY
7267,12.4,A,EUR
7268,11.9,A,USD
7269,14,A,EUR
7270,13.7,A,USD
7271,11.9,A,EUR
7272,11.5,A,USD
7273,96,A,CNY
7274,12.1,A,USD
7275,11.9,A,USD
7276,71.9,A,CNY
7277,79.4,A,CNY
7278,12.2,A,USD
7279,13.5,A,USD
7280,13.4,A,USD
7281,12.7,A,EUR
7282,96.6,A,CNY
7283,12.6,A,USD
7284,10.8,A,USD
7285,13.8,A,USD
7286,10.7,A,EUR
7287,11.6,A,USD
7288,13.9,A,USD
7289,81.7,A,CNY
7290,88.6,A,CNY
7291,11.5,A,USD
7292,11.7,A,USD
7293,14.3,A,USD
7294,13.4,A,EUR
7295,11.9,A,EUR
7296,12.5,A,USD
7297,12.1,A,USD
7298,10.2,A,EUR
7299,11.9,A,USD
7300,11.6,A,USD
7301,11.1,A,USD
7302,14.3,A,USD
7303,12.7,A,USD
7304,12.9,A,USD
7305,11.2,A,EUR
7306,12.9,A,USD
7307,12.7,A,USD
7308,13.2,A,USD
7309,12.8,A,EUR
7310,12,A,USD
7311,11,A,EUR
7312,86.3,A,CNY
7313,12.9,A,USD
7314,97.5,A,CNY
7315,12.5,A,USD
7316,77.5,A,CNY
7317,12.9,A,EUR
7318,13.3,A,USD
7319,13,A,USD
7320,14.4,A,EUR
7321,81.2,A,CNY
7322,82.1,A,CNY
7323,14.2,A,USD
7324,91.4,A,CNY
7325,12.4,A,USD
7326,84.5,A,CNY
7327,10.7,A,USD
7328,12.8,A,USD
7329,95.7,A,CNY
7330,12.9,A,EUR
7331,13.5,A,USD
7332,12.4,A,EUR
7333,11.1,A,EUR
7334,11.8,A,EUR
7335,13.6,A,USD
7336,12.5,A,USD
7337,93.3,A,CNY
7338,87.2,A,CNY
7339,11.9,A,USD
7340,14.6,A,USD
7341,81.7,A,CNY
7342,72.2,A,CNY
7343,86.6,A,CNY
7344,13.1,A,USD
7345,12.5,A,USD
7346,11.9,A,USD
7347,10.8,A,EUR
7348,14.4,A,USD
7349,88.4,A,CNY
7350,84.3,A,CNY
7351,79.2,A,CNY
7352,13.7,A,EUR
7353,94.7,A,CNY
7354,13,A,USD
7355,13.4,A,USD
7356,85.4,A,CNY
7357,12.3,A,USD
7358,102.9,A,CNY
7359,13.9,A,USD
7360,87.3,A,CNY
7361,10.9,A,EUR
7362,69.8,A,CNY
7363,12.3,A,USD
7364,12.5,A,EUR
7365,11.9,A,EUR
7366,98,A,CNY
7367,10.4,A,EUR
7368,85.7,A,CNY
7369,91.4,A,CNY
7370,11.1,A,USD
7371,11.5,A,USD
7372,13.7,A,USD
7373,15.2,A,USD
7374,83.5,A,CNY
7375,11.9,A,EUR
7376,13.9,A,USD
7377,82.5,A,CNY
7378,14.1,A,USD
7379,12.2,A,EUR
7380,13.6,A,USD
7381,14.4,A,USD
7382,14.4,A,USD
7383,14.8,A,USD
7384,10.1,A,EUR
7385,12.1,A,EUR
7386,14.7,A,USD
7387,14.5,A,USD
7388,12,A,USD
7389,14.4,A,USD
7390,89.4,A,CNY
7391,11.3,A,EUR
7392,10,A,USD
7393,12.8,A,USD
7394,10.4,A,USD
7395,12.4,A,USD
7396,91.2,A,CNY
7397,82.2,A,CNY
7398,11.3,A,EUR
7399,95.5,A,CNY
7400,69.6,A,CNY
7401,13,A,USD
7402,14,A,USD
7403,12.9,A,USD
7404,13.1,A,EUR
7405,13.8,A,USD
7406,13.3,A,USD
7407,81,A,CNY
7408,13.9,A,USD
7409,12,A,USD
7410,13.4,A,USD
7411,99.1,A,CNY
7412,12.2,A,EUR
7413,83.8,A,CNY
7414,13.5,A,USD
7415,98.5,A,CNY
7416,93,A,CNY
7417,11.5,A,USD
7418,89.5,A,CNY
7419,13.9,A,USD
7420,10.3,A,USD
7421,88,A,CNY
7422,13.5,A,USD
7423,83.2,A,CNY
7424,11.1,A,EUR
7425,11.2,A,USD
7426,13.8,A,EUR
7427,108.8,A,CNY
7428,93.8,A,CNY
7429,14.5,A,USD
7430,11.9,A,USD
7431,83.8,A,CNY
7432,14.8,A,USD
7433,13.6,A,USD
7434,15.2,A,USD
7435,93.4,A,CNY
7436,12.1,A,EUR
7437,12.5,A,USD
7438,11.7,A,EUR
7439,13.1,A,USD
7440,93.4,A,CNY
7441,88.5,A,CNY
7442,81.9,A,CNY
7443,13.2,A,USD
7444,17,A,USD
7445,10.7,A,EUR
7446,11.9,A,USD
7447,13.6,A,USD
7448,12.6,A,USD
7449,82.9,A,CNY
7450,11.5,A,USD
7451,11.5,A,EUR
7452,12.9,A,USD
7453,10.6,A,USD
7454,12.7,A,USD
7455,68.3,A,CNY
7456,10.5,A,EUR
7457,12,A,USD
7458,67.9,A,CNY
7459,97,A,CNY
7460,13.6,A,USD
7461,12.7,A,USD
7462,11.7,A,USD
7463,86.1,A,CNY
7464,9.5,A,USD
7465,12.1,A,USD
7466,9.9,A,EUR
7467,89,A,CNY
7468,12.2,A,USD
7469,9.2,A,EUR
7470,14.3,A,EUR
7471,13,A,USD
7472,14.3,A,USD
7473,12.4,A,USD
7474,14.3,A,USD
7475,13.1,A,USD
7476,11.6,A,USD
7477,81.5,A,CNY
7478,11.7,A,EUR
7479,15.6,A,USD
7480,12.3,A,USD
7481,13.7,A,USD
7482,12.3,A,USD
7483,13.4,A,USD
7484,12.6,A,USD
7485,11.6,A,USD
7486,12.8,A,USD
7487,13.1,A,USD
7488,88,A,CNY
7489,11.8,A,EUR
7490,13.9,A,USD
7491,10.8,A,EUR
7492,10.1,A,EUR
7493,12.6,A,USD
7494,12.2,A,EUR
7495,13,A,EUR
7496,15.5,A,USD
7497,13.2,A,USD
7498,11.8,A,USD
7499,97,A,CNY
7500,92.3,A,CNY
7501,11.6,A,USD
7502,14.5,A,USD
7503,12.2,A,USD
7504,68.4,A,CNY
7505,73.9,A,CNY
7506,86.5,A,CNY
7507,10.2,A,EUR
7508,96,A,CNY
7509,92.3,A,CNY
7510,95.8,A,CNY
7511,12.2,A,EUR
7512,11.5,A,USD
7513,13.3,A,USD
7514,12.1,A,USD
7515,12.9,A,USD
7516,11.3,A,EUR
7517,88.4,A,CNY
7518,87.1,A,CNY
7519,13.6,A,USD
7520,13.9,A,USD
7521,91.6,A,CNY
7522,12.7,A,USD
7523,9.4,A,EUR
7524,9.6,A,EUR
7525,91.6,A,CNY
7526,9.5,A,EUR
7527,11.7,A,USD
7528,15.1,A,USD
7529,14.6,A,USD
7530,12.4,A,EUR
7531,12.3,A,EUR
7532,12.4,A,USD
7533,14.6,A,USD
7534,86.9,A,CNY
7535,10.5,A,EUR
7536,90.2,A,CNY
7537,14.3,A,EUR
7538,12.2,A,USD
7539,14.3,A,USD
7540,14.3,A,USD
7541,10.6,A,USD
7542,73.1,A,CNY
7543,13.8,A,USD
7544,103.6,A,CNY
7545,13,A,EUR
7546,11.9,A,USD
7547,13.5,A,USD
7548,13.4,A,USD
7549,13.3,A,USD
7550,91,A,CNY
7551,14.6,A,USD
7552,81,A,CNY
7553,91.7,A,CNY
7554,12.6,A,USD
7555,13.1,A,USD
7556,87.3,A,CNY
7557,94.2,A,CNY
7558,86,A,CNY
7559,13.3,A,USD
7560,13.3,A,USD
7561,11.7,A,USD
7562,13.5,A,USD
7563,12.3,A,EUR
7564,13,A,USD
7565,13.9,A,USD
7566,107.1,A,CNY
7567,15.6,A,USD
7568,12.2,A,EUR
7569,13.6,A,USD
7570,10.8,A,USD
7571,88.5,A,CNY
7572,11.6,A,EUR
7573,98.9,A,CNY
7574,12.4,A,USD
7575,87.4,A,CNY
7576,11.8,A,USD
7577,93.6,A,CNY
7578,12.5,A,EUR
7579,88.6,A,CNY
7580,10.9,A,EUR
7581,90.4,A,CNY
7582,83.3,A,CNY
7583,11.1,A,EUR
7584,87.3,A,CNY
7585,76.6,A,CNY
7586,95.5,A,CNY
7587,11.3,A,EUR
7588,11.1,A,USD
7589,12,A,USD
7590,12.6,A,EUR
7591,16.1,A,USD
7592,89.3,A,CNY
7593,12.4,A,USD
7594,11.5,A,EUR
7595,12.3,A,USD
7596,84.3,A,CNY
7597,12.7,A,USD
7598,12.7,A,USD
7599,11.3,A,USD
7600,13.2,A,USD
7601,13.5,A,EUR
7602,12.9,A,USD
7603,9.7,A,EUR
7604,102.2,A,CNY
7605,11.3,A,EUR
7606,15.5,A,USD
7607,89,A,CNY
7608,11.7,A,EUR
7609,13,A,USD
7610,12.4,A,USD
7611,76.8,A,CNY
7612,11.3,A,EUR
7613,9.8,A,EUR
7614,13.3,A,USD
7615,12.2,A,EUR
7616,13.7,A,USD
7617,14.7,A,USD
7618,11.8,A,USD
7619,96.4,A,CNY
7620,89.3,A,CNY
7621,11.3,A,EUR
7622,15.5,A,USD
7623,11.4,A,USD
7624,90.4,A,CNY
7625,71.9,A,CNY
7626,87.8,A,CNY
7627,12.3,A,USD
7628,11,A,EUR
7629,101.5,A,CNY
7630,85.3,A,CNY
7631,12.5,A,USD
7632,13.6,A,USD
7633,11.2,A,EUR
7634,12,A,EUR
7635,90,A,CNY
7636,11,A,EUR
7637,12.1,A,USD
7638,13.1,A,USD
7639,13.2,A,USD
7640,13.3,A,USD
7641,11.5,A,EUR
7642,14.2,A,USD
7643,86.8,A,CNY
7644,67,A,CNY
7645,12.4,A,EUR
7646,12.4,A,USD
7647,13.5,A,USD
7648,10.8,A,USD
7649,10.5,A,EUR
7650,12.1,A,EUR
7651,11,A,EUR
7652,12.6,A,USD
7653,88.8,A,CNY
7654,11.4,A,EUR
7655,11.6,A,USD
7656,13,A,USD
7657,93.6,A,CNY
7658,12.4,A,EUR
7659,13.7,A,EUR
7660,11.3,A,EUR
7661,13.3,A,USD
7662,10.9,A,EUR
7663,14.5,A,USD
7664,13.5,A,USD
7665,11.7,A,EUR
7666,89.8,A,CNY
7667,13.5,A,USD
7668,93.2,A,CNY
7669,14.9,A,USD
7670,89.6,A,CNY
7671,92.7,A,CNY
7672,13.4,A,EUR
7673,11.5,A,USD
7674,12.4,A,USD
7675,94,A,CNY
7676,12.6,A,USD
7677,14.9,A,USD
7678,9.8,A,EUR
7679,11.9,A,EUR
7680,85.8,A,CNY
7681,12.3,A,USD
7682,13.2,A,USD
7683,74.1,A,CNY
7684,12.2,A,EUR
7685,14.8,A,USD
7686,14.1,A,USD
7687,10.1,A,USD
7688,12.5,A,USD
7689,93.2,A,CNY
7690,84.1,A,CNY
7691,12.8,A,USD
7692,11.7,A,EUR
7693,9.8,A,EUR
7694,13.3,A,USD
7695,13.4,A,EUR
7696,98.2,A,CNY
7697,13,A,USD
7698,12.9,A,USD
7699,12.8,A,USD
7700,11.9,A,USD
7701,87.2,A,CNY
7702,13.1,A,USD
7703,11.8,A,EUR
7704,70.6,A,CNY
7705,12.6,A,USD
7706,11.5,A,EUR
7707,14.4,A,USD
7708,12.3,A,EUR
7709,13.9,A,USD
7710,86.5,A,CNY
7711,15.6,A,USD
7712,69,A,CNY
7713,99.7,A,CNY
7714,13.7,A,EUR
7715,12,A,EUR
7716,68.5,A,CNY
7717,11.3,A,EUR
7718,86.4,A,CNY
7719,12.7,A,USD
7720,11.3,A,EUR
7721,11.6,A,USD
7722,10.3,A,EUR
7723,73.6,A,CNY
7724,87.1,A,CNY
7725,12.4,A,USD
7726,10.4,A,EUR
7727,11.5,A,EUR
7728,90.9,A,CNY
7729,85.9,A,CNY
7730,12.4,A,USD
7731,83.9,A,CNY
7732,94.4,A,CNY
7733,12.1,A,USD
7734,11.1,A,EUR
7735,12.4,A,USD
7736,89.8,A,CNY
7737,82.1,A,CNY
7738,13.8,A,USD
7739,12.3,A,USD
7740,12.2,A,USD
7741,94.2,A,CNY
7742,13.7,A,USD
7743,10.5,A,EUR
7744,16.3,A,USD
7745,11.7,A,USD
7746,13.8,A,USD
7747,11,A,EUR
7748,13.6,A,USD
7749,71.1,A,CNY
7750,12.3,A,EUR
7751,13,A,USD
7752,12.5,A,USD
7753,12.1,A,EUR
7754,11.7,A,EUR
7755,91.8,A,CNY
7756,13.5,A,USD
7757,94.7,A,CNY
7758,10.8,A,EUR
7759,99.4,A,CNY
7760,12.1,A,USD
7761,13.6,A,USD
7762,14.2,A,USD
7763,87.9,A,CNY
7764,12.5,A,USD
7765,76.5,A,CNY
7766,10.6,A,EUR
7767,15.2,A,USD
7768,14.8,A,USD
7769,12.4,A,EUR
7770,13,A,USD
7771,13.6,A,USD
7772,13.5,A,EUR
7773,11,A,EUR
7774,74.8,A,CNY
7775,11.5,A,EUR
7776,11.8,A,EUR
7777,12.3,A,USD
7778,14.8,A,USD
7779,10.2,A,EUR
7780,14.2,A,USD
7781,13.2,A,EUR
7782,14.3,A,USD
7783,13.7,A,USD
7784,11.7,A,EUR
7785,10.9,A,EUR
7786,84,A,CNY
7787,9.5,A,USD
7788,90.9,A,CNY
7789,13.1,A,USD
7790,13.1,A,EUR
7791,13.8,A,USD
7792,11,A,EUR
7793,13.6,A,USD
7794,12.2,A,EUR
7795,14.3,A,USD
7796,13.5,A,USD
7797,11.1,A,EUR
7798,11.7,A,EUR
7799,11.2,A,EUR
7800,12.8,A,USD
7801,84.2,A,CNY
7802,94.1,A,CNY
7803,11.8,A,EUR
7804,87.8,A,CNY
7805,13.1,A,USD
7806,13.9,A,EUR
7807,13.2,A,USD
7808,13.9,A,USD
7809,11.9,A,USD
7810,12.4,A,USD
7811,15.8,A,USD
7812,12.5,A,EUR
7813,77.4,A,CNY
7814,12.9,A,EUR
7815,13.2,A,USD
7816,10.7,A,EUR
7817,11.5,A,USD
7818,14.6,A,USD
7819,98.7,A,CNY
7820,11.9,A,EUR
7821,10.9,A,USD
7822,87.1,A,CNY
7823,11.9,A,USD
7824,13.6,A,USD
7825,11,A,EUR
7826,12.2,A,USD
7827,15.1,A,USD
7828,15.1,A,USD
7829,14.9,A,USD
7830,81.4,A,CNY
7831,13,A,EUR
7832,11.9,A,USD
7833,12.6,A,EUR
7834,95.9,A,CNY
7835,71.1,A,CNY
7836,11.8,A,EUR
7837,11.9,A,USD
7838,13.7,A,USD
7839,11.9,A,EUR
7840,15.6,A,USD
7841,11.2,A,USD
7842,12,A,USD
7843,74.5,A,CNY
7844,11.7,A,USD
7845,14.4,A,EUR
7846,12.9,A,USD
7847,10.6,A,EUR
7848,13.4,A,USD
7849,13.6,A,USD
7850,13.6,A,USD
7851,95.3,A,CNY
7852,101.3,A,CNY
7853,82.7,A,CNY
7854,92.8,A,CNY
7855,13,A,USD
7856,13.3,A,USD
7857,84,A,CNY
7858,14.6,A,USD
7859,11.2,A,EUR
7860,12.4,A,EUR
7861,12.1,A,USD
7862,12.5,A,USD
7863,13.7,A,USD
7864,81.9,A,CNY
7865,98.7,A,CNY
7866,14.3,A,USD
7867,74,A,CNY
7868,11.7,A,USD
7869,88.9,A,CNY
7870,13.6,A,USD
7871,12.1,A,EUR
7872,11.4,A,EUR
7873,82.9,A,CNY
7874,79.6,A,CNY
7875,11.7,A,EUR
7876,13.9,A,USD
7877,94.3,A,CNY
7878,87.6,A,CNY
7879,95,A,CNY
7880,82.5,A,CNY
7881,12.5,A,USD
7882,14.3,A,USD
7883,14.8,A,USD
7884,14.2,A,EUR
7885,98.2,A,CNY
7886,12.3,A,USD
7887,14.1,A,USD
7888,11.8,A,USD
7889,14.1,A,USD
7890,13.2,A,USD
7891,13.9,A,USD
7892,78.7,A,CNY
7893,91.7,A,CNY
7894,14.7,A,USD
7895,100.9,A,CNY
7896,95,A,CNY
7897,100,A,CNY
7898,13.7,A,USD
7899,13.4,A,USD
7900,13.4,A,USD
7901,11.9,A,EUR
7902,101.7,A,CNY
7903,13.1,A,USD
7904,13.5,A,USD
7905,10.8,A,EUR
7906,113.5,A,CNY
7907,11.8,A,EUR
7908,12,A,USD
7909,13.2,A,USD
7910,73.7,A,CNY
7911,94,A,CNY
7912,12.9,A,USD
7913,12.5,A,USD
7914,87,A,CNY
7915,9.7,A,EUR
7916,12.6,A,USD
7917,13.9,A,USD
7918,12,A,EUR
7919,11.6,A,EUR
7920,13.5,A,USD
7921,11.9,A,USD
7922,11.2,A,EUR
7923,14.1,A,USD
7924,11,A,EUR
7925,12.9,A,EUR
7926,13,A,USD
7927,12.3,A,EUR
7928,12.2,A,USD
7929,13.1,A,USD
7930,14.2,A,USD
7931,12.9,A,USD
7932,11.5,A,EUR
7933,13,A,EUR
7934,11.5,A,USD
7935,10.4,A,EUR
7936,81.2,A,CNY
7937,79.4,A,CNY
7938,13.8,A,EUR
7939,85.6,A,CNY
7940,14,A,USD
7941,11.8,A,USD
7942,86.4,A,CNY
7943,84.6,A,CNY
7944,12.2,A,EUR
7945,12.2,A,EUR
7946,11.8,A,USD
7947,92.7,A,CNY
7948,12,A,USD
7949,12.3,A,USD
7950,11.8,A,USD
7951,85.8,A,CNY
7952,13.8,A,USD
7953,13.1,A,EUR
7954,12.9,A,USD
7955,83.1,A,CNY
7956,13.5,A,USD
7957,88.8,A,CNY
7958,15.7,A,USD
7959,12.1,A,USD
7960,79.1,A,CNY
7961,90.6,A,CNY
7962,10.3,A,EUR
7963,11.7,A,USD
7964,79.8,A,CNY
7965,11.1,A,EUR
7966,10.3,A,EUR
7967,93.8,A,CNY
7968,91.9,A,CNY
7969,92.3,A,CNY
7970,12.2,A,EUR
7971,14.2,A,USD
7972,11.3,A,EUR
7973,13.6,A,USD
7974,12,A,USD
7975,13.9,A,USD
7976,12.7,A,EUR
7977,12.7,A,EUR
7978,12,A,EUR
7979,79.4,A,CNY
7980,11,A,USD
7981,85.3,A,CNY
7982,16.4,A,USD
7983,11.1,A,EUR
7984,13.5,A,USD
7985,12.2,A,EUR
7986,12.9,A,USD
7987,11.4,A,EUR
7988,12.6,A,EUR
7989,15.6,A,USD
7990,11.5,A,USD
7991,13.5,A,USD
7992,15.4,A,USD
7993,10.3,A,EUR
7994,13.6,A,EUR
7995,11.4,A,USD
7996,80,A,CNY
7997,11.2,A,EUR
7998,12,A,EUR
7999,11.7,A,EUR
8000,13.4,A,USD
8001,97.7,A,CNY
8002,10.8,A,EUR
8003,10.8,A,USD
8004,14,A,USD
8005,94.3,A,CNY
8006,12.7,A,USD
8007,12.2,A,EUR
8008,12.1,A,EUR
8009,12.6,A,EUR
8010,13.1,A,USD
8011,12.7,A,USD
8012,12.1,A,USD
8013,14.5,A,USD
8014,13.5,A,USD
8015,12.4,A,EUR
8016,13.7,A,USD
8017,12.3,A,EUR
8018,12.8,A,USD
8019,91.3,A,CNY
8020,13.7,A,USD
8021,92.2,A,CNY
8022,13.9,A,USD
8023,12.9,A,EUR
8024,12.8,A,USD
8025,15.7,A,USD
8026,14,A,USD
8027,13.8,A,USD
8028,11.6,A,USD
8029,12.6,A,EUR
8030,13.9,A,USD
8031,11.7,A,USD
8032,12.7,A,EUR
8033,70,A,CNY
8034,13,A,USD
8035,94.9,A,CNY
8036,11.5,A,EUR
8037,15.7,A,USD
8038,11.2,A,EUR
